"Seconds","O2","CO2","BP","WVP","FlowRate","Temperature","Marker","O2_lagcorrected","CO2_lagcorrected","WVP_lagcorrected","O2_lagdriftcorrected","CO2_lagdriftcorrected"
15205,21.57103,0.021,98.98839,0.269223,153.3242,25.73555,-1,21.57259,0.0163,0.2307849,-0.0263996855693591,0.00368216217764531
15206,21.58353,0.0209,98.95464,0.267348,153.3742,25.72305,-1,21.56009,0.0179,0.2292224,-0.0388939513719215,0.00528218418903504
15207,21.56713,0.0216,98.9959,0.2648479,153.468,25.72618,-1,21.57338,0.0182,0.2267224,-0.0255982153663652,0.00558220624719638
15208,21.56791,0.0201,98.96588,0.2620354,153.5367,25.72774,-1,21.56478,0.0185,0.2267224,-0.0341924775519793,0.00588222835214692
15209,21.56947,0.0216,98.99214,0.2604729,153.6305,25.7293,-1,21.56088,0.0182,0.2260973,-0.0380867379280545,0.00558225050390426
15210,21.56869,0.0226,99.00339,0.2585979,153.6867,25.72774,-1,21.56322,0.0185,0.2235973,-0.0357409964938853,0.00588227270248597
15211,21.57259,0.0227348,98.98464,0.2567228,153.668,25.72618,-1,21.56947,0.0168,0.2226598,-0.0294852532487546,0.00418229494790965
15212,21.57259,0.0224,98.98464,0.2554728,153.7117,25.72774,-1,21.56947,0.016,0.2214098,-0.029479508191951,0.00338231724019287
15213,21.57494,0.0229,99.04463,0.2532853,153.7305,25.73242,-1,21.56556,0.0168,0.2204723,-0.0333837613227672,0.00418233957935323
15214,21.57572,0.0226,99.02964,0.2517228,153.7492,25.73399,-1,21.57259,0.0168,0.2195348,-0.02634801264049,0.00418236196540831
15215,21.58744,0.0223,99.03714,0.2501602,153.7805,25.73399,-1,21.57963,0.0166,0.2185972,-0.0193022621444108,0.0039823843983757
15216,21.58978,0.021,99.00339,0.2489102,153.7805,25.72774,-1,21.56635,0.017,0.2176597,-0.0325765098338202,0.00438240687827299
15217,21.58041,0.0209,98.96213,0.2464102,153.7305,25.7293,-1,21.56244,0.0179,0.2157847,-0.036480755708002,0.00528242940511776
15218,21.56869,0.0193,99.00339,0.2454726,153.6242,25.72774,-1,21.57572,0.0173,0.2160972,-0.0231949997662468,0.00468245197892759
15219,21.58119,0.0204,98.95464,0.2439101,153.5617,25.73086,-1,21.56244,0.0176,0.2145347,-0.0364692420078505,0.00498247459972008
15220,21.57025,0.0205,98.94714,0.2414101,153.4742,25.73086,-1,21.564,0.0174,0.2132847,-0.0349034824320924,0.00478249726751281
15221,21.56869,0.0207,98.95464,0.238285,153.4367,25.72774,-1,21.56322,0.0176,0.2117221,-0.0356777210382653,0.00498251998232338
15222,21.59056,0.0209,98.99214,0.2392225,153.3805,25.72305,-1,21.56713,0.0176,0.2110971,-0.0317619578256618,0.00498254274416935
15223,21.5765,0.0216,99.06339,0.2373475,153.3742,25.72774,-1,21.57103,0.0163,0.2092221,-0.0278561927935677,0.00368256555306832
15224,21.589,0.0207,98.98839,0.2360975,153.3805,25.73086,-1,21.56947,0.0155,0.2082846,-0.0294104259412755,0.00288258840903789
15225,21.57728,0.0212,99.04839,0.23516,153.3805,25.73242,-1,21.57103,0.016,0.2073471,-0.0278446572680693,0.00338261131209562
15226,21.59056,0.0202,99.03339,0.23266,153.368,25.73399,-1,21.58431,0.0152,0.2051595,-0.0145588867732407,0.00258263426225912
15227,21.58666,0.0201,99.03714,0.2323474,153.4242,25.7293,-1,21.58509,0.0164847,0.205472,-0.0137731144560789,0.00386735725954596
15228,21.57885,0.0182,98.95839,0.2307849,153.5367,25.73555,-1,21.56322,0.0151,0.205472,-0.0356373403158727,0.00248268030397373
15229,21.56947,0.0184,98.99963,0.2292224,153.5805,25.7293,-1,21.57885,0.0182,0.2039095,-0.0200015643519187,0.00558270339556002
15230,21.57963,0.0182,98.96213,0.2267224,153.5992,25.73086,-1,21.56869,0.0179,0.202972,-0.0301557865634905,0.00528272653432242
15231,21.56947,0.0185,98.94714,0.2267224,153.5867,25.73086,-1,21.57885,0.0176,0.202347,-0.0199900069498931,0.00498274972027852
15232,21.56791,0.0179,98.95839,0.2260973,153.6242,25.72618,-1,21.56713,0.0179,0.201097,-0.0317042255104063,0.00528277295344588
15233,21.56947,0.0184,98.99214,0.2235973,153.6742,25.72774,-1,21.56322,0.0177,0.1989094,-0.0356084422443175,0.00508279623384212
15234,21.5765,0.0193,98.98089,0.2226598,153.6805,25.72774,-1,21.56556,0.0174,0.1995344,-0.0332626571509209,0.00478281956148481
15235,21.57494,0.0185,98.97713,0.2214098,153.6992,25.73399,-1,21.57416,0.016,0.1985969,-0.02465687022951,0.00338284293639153
15236,21.57259,0.0191,99.04089,0.2204723,153.7367,25.73086,-1,21.57416,0.0159,0.1973469,-0.0246510814793659,0.00328286635857988
15237,21.57494,0.0196,99.02589,0.2195348,153.693,25.72618,-1,21.57494,0.0159,0.1970344,-0.0238652908997814,0.00328288982806745
15238,21.58744,0.0184,99.03339,0.2185972,153.6242,25.73242,-1,21.58431,0.0157,0.1951594,-0.0144894984900468,0.0030829133448718
15239,21.58666,0.0191,98.95464,0.2176597,153.5805,25.72774,-1,21.58588,0.0159,0.1957844,-0.0129137042494456,0.00328293690901055
15240,21.57181,0.018,98.98464,0.2157847,153.4805,25.72461,-1,21.58197,0.0154,0.1935969,-0.0168179081772735,0.00278296052050126
15241,21.57885,0.0177,98.95839,0.2160972,153.4867,25.73242,-1,21.56791,0.017,0.1935969,-0.0308721102728136,0.00438298417936153
15242,21.56947,0.0163,98.99963,0.2145347,153.4117,25.7293,-1,21.5765,0.0168,0.1929718,-0.0222763105353607,0.00418300788560894
15243,21.58041,0.0168,98.94339,0.2132847,153.3742,25.73399,-1,21.57181,0.0177,0.1926593,-0.0269605089642049,0.00508303163926109
15244,21.56791,0.0173,98.98089,0.2117221,153.4242,25.71992,-1,21.56713,0.0171,0.1914093,-0.031634705558627,0.00448305544033555
15245,21.56635,0.0163,98.9959,0.2110971,153.368,25.7293,-1,21.56947,0.0166,0.1904718,-0.0292889003179262,0.00398307928884991
15246,21.57103,0.0179,98.97713,0.2092221,153.418,25.73242,-1,21.57416,0.0163,0.1889093,-0.024593093241382,0.00368310318482176
15247,21.57181,0.0182,98.98839,0.2082846,153.4305,25.7293,-1,21.59212,0.016,0.1898468,-0.00662728432828885,0.00338312712826869
15248,21.57025,0.0185,98.98839,0.2073471,153.4742,25.73086,-1,21.57103,0.016,0.1882843,-0.0277114735779413,0.00338315111920828
15249,21.57181,0.0182,99.05214,0.2051595,153.5305,25.7293,-1,21.58978,0.0155,0.1870342,-0.00895566098961709,0.00288317515765812
15250,21.57103,0.0185,99.01839,0.205472,153.5742,25.73086,-1,21.58744,0.0157,0.1873468,-0.0112898465626152,0.00308319924363579
15251,21.58509,0.0168,99.00339,0.205472,153.6242,25.73399,-1,21.58744,0.016,0.1864092,-0.0112840302962169,0.00338322337715889
15252,21.57572,0.016,98.95088,0.2039095,153.618,25.73086,-1,21.56947,0.016,0.1867217,-0.0292482121897208,0.00338324755824499
15253,21.56556,0.0168,98.99963,0.202972,153.6305,25.72618,-1,21.58119,0.0173,0.1845342,-0.0175223922424053,0.00468327178691169
15254,21.57728,0.0168,98.94714,0.202347,153.668,25.72774,-1,21.57103,0.0171,0.1842217,-0.0276765704535649,0.00448329606317657
15255,21.56556,0.0166,98.93214,0.201097,153.693,25.72461,-1,21.56869,0.0171,0.1835967,-0.0300107468224908,0.00448332038705722
15256,21.56478,0.017,98.98464,0.1989094,153.6742,25.72774,-1,21.56947,0.0171,0.1829717,-0.0292249213484723,0.00448334475857122
15257,21.56478,0.0179,98.98089,0.1995344,153.6055,25.73242,-1,21.56791,0.017,0.1814092,-0.030779094030791,0.00438336917773616
15258,21.57416,0.0173,98.99214,0.1985969,153.4805,25.72774,-1,21.57416,0.0164847,0.1810967,-0.0245232648687477,0.00386809364456963
15259,21.57025,0.0176,98.98089,0.1973469,153.368,25.73711,-1,21.57728,0.0161722,0.1807842,-0.0213974338616225,0.00355561815908921
15260,21.56947,0.0174,98.98839,0.1970344,153.3305,25.72305,-1,21.57728,0.0161722,0.1795341,-0.0213916010087054,0.0035556427213125
15261,21.57103,0.0176,99.03339,0.1951594,153.3367,25.73555,-1,21.57728,0.0157,0.1795341,-0.0213857663092902,0.00308346733125706
15262,21.58353,0.0176,99.03714,0.1957844,153.2805,25.73086,-1,21.58744,0.0155,0.1795341,-0.0112199297626603,0.0028834919889405
15263,21.58353,0.0163,98.95839,0.1935969,153.2867,25.73086,-1,21.58119,0.016,0.1785966,-0.0174640913681081,0.00338351669438041
15264,21.564,0.0155,98.9959,0.1935969,153.2867,25.72461,-1,21.58119,0.0157,0.1779716,-0.0174582511249248,0.00308354144759435
15265,21.57416,0.016,98.95839,0.1929718,153.2367,25.72305,-1,21.56713,0.0177,0.1779716,-0.0315124090323984,0.00508356624859993
15266,21.56713,0.0152,98.94714,0.1926593,153.3492,25.72774,-1,21.58041,0.0171,0.1767216,-0.0182265650898152,0.00448359109741473
15267,21.564,0.0164847,98.95088,0.1914093,153.3805,25.7293,-1,21.57259,0.0171,0.1760966,-0.0260407192964678,0.00448361599405633
15268,21.564,0.0151,98.95088,0.1904718,153.418,25.73399,-1,21.56869,0.0164847,0.1745341,-0.0299348716516441,0.00386834093854232
15269,21.56478,0.0182,98.98464,0.1889093,153.4805,25.73086,-1,21.56947,0.0171,0.1729715,-0.029149022154634,0.00448366593089029
15270,21.56713,0.0179,98.98089,0.1898468,153.5742,25.72774,-1,21.5765,0.0164847,0.1729715,-0.0221131708047224,0.00386839097111783
15271,21.56869,0.0176,98.97338,0.1882843,153.643,25.7293,-1,21.57806,0.0152,0.173284,-0.0205473176012028,0.00258371605924252
15272,21.56947,0.0179,99.02964,0.1870342,153.6242,25.73086,-1,21.57494,0.016,0.1735965,-0.023661462543366,0.00338374119528194
15273,21.58041,0.0177,99.02964,0.1873468,153.6805,25.72774,-1,21.58119,0.016,0.1723465,-0.0174056056305005,0.00338376637925369
15274,21.58041,0.0174,98.95839,0.1864092,153.668,25.73086,-1,21.58978,0.0152,0.172034,-0.00880974686188907,0.00258379161117535
15275,21.57885,0.016,99.00714,0.1867217,153.6867,25.73711,-1,21.589,0.0155,0.172034,-0.00958388623682893,0.0028838168910645
15276,21.57259,0.0159,98.95464,0.1845342,153.6742,25.73242,-1,21.57025,0.0166,0.170784,-0.0283280237546002,0.00398384221893874
15277,21.564,0.0159,98.99963,0.1842217,153.6305,25.72618,-1,21.58197,0.018,0.170159,-0.0166021594145036,0.00538386759481565
15278,21.57416,0.0157,98.93214,0.1835967,153.5305,25.72618,-1,21.56791,0.0171,0.1710965,-0.0306562932158201,0.00448389301871282
15279,21.56244,0.0159,98.92838,0.1829717,153.4742,25.7293,-1,21.58197,0.0173,0.1692215,-0.0165904251578439,0.00468391849064783
15280,21.56244,0.0154,99.05963,0.1814092,153.3742,25.73086,-1,21.56947,0.0171,0.168284,-0.0290845552398586,0.00448394401063826
15281,21.57025,0.017,98.98464,0.1810967,153.2992,25.7293,-1,21.57025,0.0164847,0.1673464,-0.0282986834611521,0.00386866957870172
15282,21.56635,0.0168,99.05589,0.1807842,153.3242,25.72618,-1,21.5765,0.0152,0.1670339,-0.022042809821027,0.00258399519485577
15283,21.58509,0.0177,98.97713,0.1795341,153.318,25.73086,-1,21.57728,0.0151,0.1670339,-0.0212569343187603,0.00248402085911802
15284,21.564,0.0171,99.02589,0.1795341,153.3242,25.72461,-1,21.57963,0.0152,0.1664089,-0.0189010569536379,0.00258404657150603
15285,21.58275,0.0166,99.03714,0.1795341,153.3805,25.73086,-1,21.589,0.0157,0.1657839,-0.00952517772496364,0.00308407233203742
15286,21.58041,0.0163,99.00339,0.1785966,153.3805,25.73868,-1,21.58744,0.0154,0.1673464,-0.0110792966320119,0.00278409814072975
15287,21.58119,0.016,98.95839,0.1779716,153.4242,25.73086,-1,21.57181,0.016,0.1648464,-0.0267034136740811,0.00338412399760061
15288,21.56244,0.016,98.99963,0.1779716,153.5242,25.73086,-1,21.58197,0.0154,0.1642214,-0.0165375288504599,0.00278414990266759
15289,21.57259,0.0155,98.95464,0.1767216,153.618,25.73086,-1,21.56635,0.017,0.1635964,-0.0321516421604287,0.00438417585594829
15290,21.56244,0.0157,98.94714,0.1760966,153.618,25.73555,-1,21.58119,0.0173,0.1642214,-0.0173057536032886,0.00468420185746027
15291,21.56009,0.016,98.93214,0.1745341,153.618,25.72774,-1,21.57259,0.0174,0.1632839,-0.0258998631783207,0.00478422790722113
15292,21.56244,0.016,98.94714,0.1729715,153.6742,25.7293,-1,21.57025,0.017,0.1623464,-0.0282339708848163,0.00438425400524847
15293,21.56166,0.0173,98.98464,0.1729715,153.6867,25.72618,-1,21.57025,0.0161722,0.1629714,-0.0282280767220655,0.00355648015155986
15294,21.56791,0.0171,98.98464,0.173284,153.668,25.7293,-1,21.57338,0.0138,0.1610964,-0.0250921806893594,0.00118430634617288
15295,21.56791,0.0171,98.98839,0.1735965,153.7242,25.73555,-1,21.57416,0.0155,0.1610964,-0.0243062827859859,0.00288433258910513
15296,21.56478,0.0171,99.03339,0.1723465,153.7305,25.7293,-1,21.57572,0.0145,0.1614089,-0.0227403830112287,0.00188435888037419
15297,21.58197,0.017,99.02964,0.172034,153.6805,25.72774,-1,21.57494,0.0157,0.1610964,-0.0235144813643835,0.00308438521999766
15298,21.57728,0.0164847,99.02964,0.172034,153.6242,25.72305,-1,21.58978,0.0154,0.1604713,-0.00866857784473751,0.00278441160799311
15299,21.57963,0.0161722,99.00714,0.170784,153.543,25.72149,-1,21.58197,0.0152,0.1601588,-0.0164726724515809,0.00258443804437813
15300,21.57259,0.0161722,98.95088,0.170159,153.4805,25.72774,-1,21.57338,0.0174,0.1595338,-0.0250567651841997,0.00478446452917031
15301,21.56009,0.0157,98.9959,0.1710965,153.4367,25.73086,-1,21.57572,0.0168,0.1576588,-0.0227108560418863,0.00418449106238723
15302,21.57338,0.0155,98.93589,0.1692215,153.3742,25.73242,-1,21.57181,0.017,0.1585963,-0.0266149450239297,0.00438451764404649
15303,21.56478,0.016,98.94714,0.168284,153.3805,25.72305,-1,21.57103,0.0159,0.1576588,-0.0273890321296157,0.00328454427416567
15304,21.56088,0.0157,98.94339,0.1673464,153.3805,25.7293,-1,21.56713,0.0161722,0.1576588,-0.0312831173582389,0.00355677095276235
15305,21.56322,0.0177,98.96964,0.1670339,153.3805,25.7293,-1,21.56869,0.0164847,0.1570338,-0.0297172007090829,0.00386929767985412
15306,21.56947,0.0171,98.97338,0.1670339,153.3805,25.73242,-1,21.59369,0.0154,0.1573463,-0.00471128218143946,0.00278462445545856
15307,21.56947,0.0171,98.98089,0.1664089,153.518,25.72618,-1,21.57494,0.0157,0.1560963,-0.0234553617745981,0.00308465127959327
15308,21.56556,0.0164847,99.02589,0.1657839,153.5867,25.73242,-1,21.59135,0.0157,0.1560963,-0.00703943948785124,0.00308467815227583
15309,21.57259,0.0171,99.02213,0.1673464,153.5867,25.73086,-1,21.589,0.0152,0.1557838,-0.00938351532047932,0.00258470507352383
15310,21.57963,0.0164847,99.00339,0.1648464,153.6305,25.73399,-1,21.59056,0.0152,0.1557838,-0.00781758927177734,0.00258473204335486
15311,21.56635,0.0152,98.94339,0.1642214,153.6242,25.73555,-1,21.56947,0.0155,0.1551588,-0.0289016613410347,0.00288475906178649
15312,21.56244,0.016,99.00339,0.1635964,153.6305,25.7293,-1,21.58275,0.0164847,0.1551588,-0.0156157315275394,0.00386948612883631
15313,21.57572,0.016,98.95464,0.1642214,153.6305,25.7293,-1,21.57259,0.017,0.1545338,-0.0257697998305808,0.00438481324452192
15314,21.56244,0.0152,98.92464,0.1632839,153.6305,25.72618,-1,21.57416,0.0164847,0.1542213,-0.0241938662494512,0.0038695404088609
15315,21.564,0.0155,98.94714,0.1623464,153.6367,25.72774,-1,21.56869,0.0161722,0.1523462,-0.0296579307834364,0.00355706762187084
15316,21.56322,0.0166,98.97338,0.1629714,153.6305,25.72618,-1,21.57103,0.016,0.1529712,-0.0273119934318231,0.00338489488356931
15317,21.56713,0.018,98.96964,0.1610964,153.568,25.71992,-1,21.57572,0.0171,0.1507837,-0.0226160541939038,0.00448492219397392
15318,21.57103,0.0171,98.97338,0.1610964,153.468,25.72461,-1,21.5765,0.0151,0.1520337,-0.0218301130689689,0.00248494955310224
15319,21.56947,0.0173,99.03714,0.1614089,153.3742,25.73399,-1,21.57806,0.0157,0.1520337,-0.0202641700563042,0.00308497696097186
15320,21.57103,0.0171,99.02213,0.1610964,153.2805,25.72461,-1,21.57728,0.0154,0.1520337,-0.0210382251552055,0.00278500441760037
15321,21.58431,0.0164847,99.00339,0.1604713,153.193,25.73086,-1,21.589,0.0151,0.1510962,-0.00931227836495196,0.00248503192300536
15322,21.58509,0.0152,98.94714,0.1601588,153.193,25.73242,-1,21.589,0.0155,0.1510962,-0.00930632968483991,0.0028850594772044
15323,21.56322,0.0151,99.00339,0.1595338,153.193,25.73086,-1,21.58275,0.0149,0.1507837,-0.0155503791141527,0.00228508708021509
15324,21.57885,0.0152,98.96213,0.1576588,153.193,25.7293,-1,21.57338,0.0176,0.1504712,-0.0249144266521881,0.00498511473205502
15325,21.56869,0.0157,98.94339,0.1585963,153.1867,25.72461,-1,21.58509,0.0159,0.1498462,-0.0131984722982281,0.00328514243274177
15326,21.57885,0.0154,98.92464,0.1576588,153.1742,25.73086,-1,21.57259,0.016,0.1482837,-0.0256925160515671,0.00338517018229292
15327,21.56713,0.016,98.94339,0.1576588,153.1805,25.7293,-1,21.56947,0.017,0.1495337,-0.0288065579114907,0.00438519798072607
15328,21.56322,0.0154,98.98839,0.1570338,153.293,25.72774,-1,21.56947,0.0161722,0.1485962,-0.0288005978772894,0.00355742582805879
15329,21.56556,0.017,98.98464,0.1573463,153.318,25.73242,-1,21.58041,0.0164847,0.1485962,-0.0178546359482468,0.00386995372430868
15330,21.57416,0.0173,98.98089,0.1560963,153.3742,25.71836,-1,21.57416,0.0146,0.1479712,-0.0240986721236638,0.00198528166949333
15331,21.57416,0.0174,98.98839,0.1560963,153.3867,25.72774,-1,21.57494,0.0148,0.1476586,-0.023312706402816,0.00218530966363031
15332,21.57494,0.017,98.97338,0.1557838,153.3805,25.73399,-1,21.57728,0.0149,0.1476586,-0.0209667387850061,0.00228533770673722
15333,21.58431,0.0161722,99.03339,0.1557838,153.3805,25.72618,-1,21.59135,0.0152,0.1476586,-0.00689076926951415,0.00258536579883164
15334,21.58588,0.0138,99.00714,0.1551588,153.4367,25.72461,-1,21.589,0.0154,0.1473462,-0.0092347978556333,0.00278539393993116
15335,21.58197,0.0155,98.95464,0.1551588,153.4742,25.7293,-1,21.57103,0.0149,0.1470336,-0.0271988245426478,0.00228542213005337
15336,21.56791,0.0145,98.99963,0.1545338,153.4805,25.72774,-1,21.57963,0.0168,0.1464086,-0.0185928493298526,0.00418545036921584
15337,21.5765,0.0157,98.95839,0.1542213,153.418,25.7293,-1,21.57181,0.0163,0.1457836,-0.0264068722165369,0.00368547865743618
15338,21.57181,0.0154,98.95088,0.1523462,153.3867,25.72461,-1,21.58431,0.0161722,0.1451586,-0.0139008932019848,0.00355770699473196
15339,21.56713,0.0152,99.05214,0.1529712,153.3305,25.72774,-1,21.56869,0.0166,0.1454711,-0.0295149122854887,0.00398553538112077
15340,21.56947,0.0174,98.98464,0.1507837,153.2867,25.72774,-1,21.57103,0.017,0.1451586,-0.0271689294663346,0.00438556381662019
15341,21.57416,0.0168,99.04839,0.1520337,153.2742,25.72461,-1,21.57572,0.017,0.1448461,-0.0224729447438179,0.00438559230124782
15342,21.59212,0.017,98.98839,0.1520337,153.2367,25.72461,-1,21.57494,0.0154,0.1445336,-0.0232469581172232,0.00278562083502124
15343,21.57103,0.0159,99.01463,0.1520337,153.2367,25.72774,-1,21.5765,0.0152,0.1439086,-0.0216809695858444,0.00258564941795804
15344,21.58978,0.0161722,99.03339,0.1510962,153.243,25.73242,-1,21.58978,0.0151,0.1442211,-0.0083949791489637,0.0024856780500758
15345,21.58744,0.0164847,98.9959,0.1510962,153.2617,25.73086,-1,21.589,0.0149,0.1442211,-0.00916898680587508,0.00228570673139211
15346,21.58744,0.0154,98.95088,0.1507837,153.2555,25.72774,-1,21.58275,0.0149,0.1432836,-0.0154129925558664,0.00228573546192455
15347,21.56947,0.0157,99.00714,0.1504712,153.293,25.73399,-1,21.58275,0.0152,0.1439086,-0.0154069963982231,0.00258576424169073
15348,21.58119,0.0157,98.95839,0.1498462,153.3742,25.73242,-1,21.57338,0.0159,0.1429711,-0.0247709983322437,0.0032857930707082
15349,21.57103,0.0152,98.94339,0.1482837,153.4367,25.73086,-1,21.58353,0.017,0.1429711,-0.0146149983572101,0.00438582194899458
15350,21.56869,0.0152,98.95088,0.1495337,153.468,25.73242,-1,21.57338,0.016,0.1429711,-0.0247589964724106,0.00338585087656743
15351,21.56947,0.0155,98.98464,0.1485962,153.468,25.7293,-1,21.57103,0.016,0.1417211,-0.0271029926771398,0.00338587985344435
15352,21.56791,0.0164847,98.96964,0.1485962,153.4867,25.72774,-1,21.57103,0.0166,0.1417211,-0.0270969869706832,0.00398590887964293
15353,21.57416,0.017,98.97713,0.1479712,153.5305,25.73555,-1,21.57885,0.0168,0.1410961,-0.0192709793523314,0.00418593795518075
15354,21.57728,0.0164847,98.96588,0.1476586,153.5805,25.72305,-1,21.57728,0.0154,0.1410961,-0.0208349698213723,0.0027859670800754
15355,21.57728,0.0161722,99.03339,0.1476586,153.5805,25.72618,-1,21.57728,0.0146,0.1407835,-0.0208289583770949,0.00198599625434446
15356,21.57728,0.016,99.04089,0.1476586,153.5742,25.73086,-1,21.57728,0.0151,0.1410961,-0.0208229450187893,0.00248602547800553
15357,21.58744,0.0171,98.94714,0.1473462,153.5617,25.72618,-1,21.58588,0.0155,0.1410961,-0.012216929745744,0.00288605475107617
15358,21.58119,0.0151,98.9959,0.1470336,153.518,25.7293,-1,21.58588,0.0149,0.1414086,-0.0122109125572507,0.002286084073574
15359,21.58119,0.0157,98.93964,0.1464086,153.443,25.73242,-1,21.57025,0.0138,0.140471,-0.0278348934525923,0.00118611344551658
15360,21.56713,0.0154,98.99214,0.1457836,153.3867,25.73242,-1,21.58119,0.0173,0.140471,-0.0168888724310712,0.00468614286692151
15361,21.58041,0.0151,98.94714,0.1451586,153.3367,25.73555,-1,21.57103,0.0163,0.1401585,-0.0270428494919592,0.00368617233780637
15362,21.57259,0.0155,98.91713,0.1454711,153.3242,25.72774,-1,21.57025,0.0166,0.139846,-0.0278168246345558,0.00398620185818876
15363,21.56869,0.0149,98.98839,0.1451586,153.3305,25.72618,-1,21.57103,0.0163,0.1389085,-0.0270307978581528,0.00368623142808625
15364,21.56947,0.0176,98.96964,0.1448461,153.2867,25.7293,-1,21.57103,0.0164847,0.1382835,-0.0270247691620327,0.00387096104751643
15365,21.5765,0.0159,98.98839,0.1445336,153.268,25.73242,-1,21.59291,0.0154,0.1382835,-0.00513873854548663,0.00278629071649689
15366,21.57806,0.016,98.98464,0.1439086,153.2805,25.72618,-1,21.57728,0.0148,0.139221,-0.0207627060078046,0.00218632043504522
15367,21.57494,0.017,99.03339,0.1442211,153.3305,25.73242,-1,21.59291,0.0152,0.137971,-0.0051266715482754,0.00258635020317899
15368,21.58119,0.0161722,98.9959,0.1442211,153.3742,25.73242,-1,21.5765,0.0157,0.137346,-0.0215306351661866,0.00308638002091581
15369,21.58978,0.0164847,98.9959,0.1432836,153.4367,25.73086,-1,21.589,0.0157,0.137346,-0.0090245968608329,0.00308640988827325
15370,21.589,0.0146,98.93964,0.1439086,153.4305,25.73242,-1,21.57338,0.0146,0.1370335,-0.0246385566314942,0.0019864398052689
15371,21.57025,0.0148,98.99963,0.1429711,153.4492,25.7293,-1,21.58275,0.0171,0.137346,-0.0152625144774667,0.00448646977192035
15372,21.58197,0.0149,98.95088,0.1429711,153.5492,25.73086,-1,21.57416,0.0166,0.136721,-0.0238464703980412,0.00398649978824519
15373,21.56791,0.0152,98.92838,0.1429711,153.5742,25.7293,-1,21.58353,0.0164847,0.136721,-0.0144704243924991,0.003871229854261
15374,21.58197,0.0154,98.94339,0.1417211,153.568,25.72774,-1,21.56791,0.0159,0.136721,-0.0300843764601346,0.00328655996998536
15375,21.56947,0.0149,98.93589,0.1417211,153.6305,25.73555,-1,21.56635,0.0157,0.1339084,-0.0316383266002411,0.00308659013543586
15376,21.57025,0.0168,98.98464,0.1410961,153.668,25.73242,-1,21.57103,0.0163,0.135471,-0.0269522748120963,0.0036866203506301
15377,21.5765,0.0163,98.98089,0.1410961,153.618,25.72618,-1,21.57728,0.0155,0.134846,-0.0206962210950046,0.00288665061558565
15378,21.57728,0.0161722,98.97338,0.1407835,153.4992,25.73086,-1,21.57728,0.0152,0.1351585,-0.0206901654482401,0.00258668093032011
15379,21.57963,0.0166,99.04089,0.1410961,153.4805,25.73399,-1,21.57728,0.0149,0.1345335,-0.0206841078711015,0.00228671129485105
15380,21.589,0.017,99.02589,0.1410961,153.4367,25.73242,-1,21.58822,0.0152,0.1357835,-0.00973804836286973,0.00258674170919608
15381,21.58744,0.017,98.93964,0.1414086,153.368,25.73399,-1,21.58744,0.0151,0.136096,-0.0105119869228432,0.00248677217337276
15382,21.57181,0.0154,98.99963,0.140471,153.343,25.73242,-1,21.58588,0.0145,0.135471,-0.0120659235503098,0.00188680268739869
15383,21.58197,0.0152,98.94714,0.140471,153.3242,25.73555,-1,21.56947,0.017,0.134846,-0.0284698582445522,0.00438683325129146
15384,21.56635,0.0151,98.99963,0.1401585,153.3242,25.72305,-1,21.58041,0.0168,0.1345335,-0.0175237910048622,0.00418686386506865
15385,21.58119,0.0149,98.94339,0.139846,153.2992,25.73086,-1,21.57259,0.0161722,0.1345335,-0.0253377218305317,0.00355909452874785
15386,21.57259,0.0149,98.95088,0.1389085,153.3742,25.73555,-1,21.56947,0.016,0.1339084,-0.0284516507208536,0.00338692524234664
15387,21.57025,0.0152,98.95088,0.1382835,153.4367,25.73399,-1,21.56947,0.0159,0.1335959,-0.0284455776751074,0.00328695600588261
15388,21.57025,0.0159,98.98464,0.1382835,153.518,25.73242,-1,21.57494,0.0166,0.1329709,-0.022969502692586,0.00398698681937336
15389,21.57338,0.017,98.98089,0.139221,153.5742,25.73242,-1,21.5765,0.0155,0.1329709,-0.0214034257725828,0.00288701768283645
15390,21.57416,0.016,98.93589,0.137971,153.6242,25.73399,-1,21.57728,0.0154,0.1320334,-0.0206173469143813,0.00278704859628949
15391,21.57572,0.016,98.96588,0.137346,153.6805,25.73399,-1,21.57728,0.0145,0.1329709,-0.0206112661172746,0.00188707955975005
15392,21.57494,0.0166,99.02964,0.137346,153.7367,25.73242,-1,21.58822,0.0149,0.1332834,-0.00966518338054811,0.00228711057323573
15393,21.58978,0.0168,98.98839,0.1370335,153.693,25.73086,-1,21.58509,0.0149,0.1326584,-0.0127890987034931,0.00228714163676411
15394,21.58197,0.0154,98.95464,0.137346,153.7367,25.73242,-1,21.58119,0.0151,0.1323459,-0.0166830120854016,0.00248717275035277
15395,21.57338,0.0146,98.98839,0.136721,153.743,25.73242,-1,21.58119,0.0171,0.1329709,-0.0166769235255586,0.00448720391401931
15396,21.57572,0.0151,98.94339,0.136721,153.7242,25.72774,-1,21.57103,0.0166,0.1314084,-0.0268308330232507,0.00398723512778131
15397,21.57181,0.0155,98.93214,0.136721,153.6742,25.73086,-1,21.57963,0.0164847,0.1320334,-0.0182247405777751,0.00387196639165635
15398,21.57103,0.0149,98.94339,0.1339084,153.6305,25.73086,-1,21.56791,0.0163,0.1320334,-0.0299386461884161,0.00368729770566202
15399,21.56713,0.0138,98.97713,0.135471,153.5242,25.72774,-1,21.56713,0.016,0.1317209,-0.0307125498544671,0.00338732906981592
