Seconds	O2	CO2	BP	WVP	FlowRate	Temperature	Marker
234	20.96399	0.2975827	98.92088	2.648009	50.69765	26.43556	-1
235	20.96556	0.296489	98.88714	2.647697	50.14764	26.434	-1
236	20.95696	0.296489	98.88714	2.647384	49.65388	26.44025	-1
237	20.94993	0.2947702	98.96588	2.648322	49.19138	26.44181	-1
238	20.94759	0.2972702	98.95464	2.647072	48.70387	26.4465	-1
239	20.96087	0.2960202	98.95088	2.647384	48.23512	26.44025	52
240	20.9554	0.2941452	98.96588	2.647072	47.83511	26.57463	-1
241	20.95071	0.2941452	98.94714	2.647072	47.02885	26.58244	-1
242	20.94524	0.2944577	98.88714	2.646447	46.74759	26.59025	-1
243	20.94837	0.2935202	98.98089	2.647072	46.36009	26.59806	-1
244	20.9468	0.2903951	98.88338	2.646447	45.96633	26.61056	-1
245	20.92102	0.2903951	98.92838	2.649884	45.58508	26.60588	-1
246	20.91711	0.2885201	98.88338	2.651759	45.12882	26.609	-1
247	20.91165	0.2886764	98.90964	2.654259	44.74756	26.60744	-1
248	20.90618	0.2889889	98.87963	2.656447	44.34755	26.59962	-1
249	20.90149	0.2883638	98.93214	2.65801	43.8913	26.59181	-1
250	20.90774	0.2914889	98.9959	2.660197	43.47254	26.59962	-1
251	20.91321	0.2918014	98.95088	2.662072	43.14128	26.58712	-1
252	20.90149	0.2905514	98.98089	2.663322	42.74128	26.58712	-1
253	20.90227	0.2902389	98.95464	2.664885	42.26002	26.57775	-1
254	20.90071	0.2913326	98.98089	2.666759	41.87252	26.56994	-1
255	20.89055	0.2905514	98.88338	2.667697	41.47876	26.56994	-1
256	20.88821	0.2880513	98.88714	2.668635	41.13501	26.57306	-1
257	20.86399	0.2886764	98.87963	2.66926	40.69125	26.57619	-1
258	20.85071	0.2889889	98.91713	2.670197	40.35374	26.56837	-1
259	20.85227	0.2897701	98.86464	2.671135	40.01624	26.56994	-1
260	20.84446	0.2899264	98.88338	2.671135	39.54748	26.56525	-1
261	20.8343	0.2897701	98.87963	2.671135	39.15997	26.559	-1
262	20.82883	0.2943015	98.93964	2.671447	38.76622	26.5715	-1
263	20.84055	0.2947702	98.94339	2.672697	38.34121	26.56837	-1
264	20.83743	0.2932077	98.98089	2.672385	37.9537	26.56213	-1
265	20.83352	0.2936764	98.93589	2.672697	37.5412	26.56056	-1
266	20.83039	0.2961765	98.98089	2.668635	37.13494	26.56213	-1
267	20.82649	0.2966452	98.92464	2.658634	36.83494	26.55744	-1
268	20.81165	0.294614	98.89088	2.638947	36.43493	26.56837	-1
269	20.80227	0.2950827	98.89464	2.608946	37.35995	26.56525	-1
270	20.80618	0.2960202	98.85339	2.572383	41.64127	26.56213	-1
271	20.79602	0.297114	98.88714	2.536133	47.0476	26.56213	-1
272	20.78508	0.2961765	98.87963	2.500819	52.35393	26.56213	-1
273	20.78586	0.2982078	98.87963	2.476444	57.70401	26.56213	-1
274	20.78352	0.3033641	98.95464	2.460194	62.79784	26.57775	-1
275	20.79602	0.3032078	98.95464	2.453319	67.69166	26.57775	-1
276	20.78196	0.3049266	98.94714	2.453944	72.32923	26.57931	-1
277	20.78665	0.3057079	98.98839	2.461444	76.73555	26.58556	-1
278	20.79211	0.3077391	98.98839	2.473319	80.88561	26.57931	-1
279	20.78196	0.3075829	98.95088	2.489569	84.76692	26.58556	-1
280	20.76555	0.3069579	98.89839	2.506132	88.32322	26.59025	-1
281	20.7679	0.3085204	98.87213	2.525507	91.56078	26.59962	-1
282	20.75461	0.3085204	98.87963	2.543945	93.73581	26.59806	-1
283	20.76008	0.3091454	98.87963	2.56207	93.98582	26.59025	-1
284	20.74993	0.3105517	98.87213	2.579883	93.44205	26.57931	-1
285	20.7468	0.3135205	98.93964	2.596133	92.67329	26.58869	-1
286	20.74446	0.313833	98.94714	2.611446	91.75453	26.59181	-1
287	20.75618	0.3136767	98.94714	2.624884	90.82951	26.58712	-1
288	20.75383	0.3127392	98.94339	2.637697	89.91074	26.57775	-1
289	20.75149	0.3118017	98.97713	2.647384	88.91699	26.56369	-1
290	20.75618	0.3097704	98.86464	2.659884	88.02947	26.559	-1
291	20.75383	0.3083642	98.93214	2.66926	87.14821	26.55587	-1
292	20.74211	0.3050829	98.88338	2.677697	86.27944	26.55275	-1
293	20.72805	0.3028953	98.90964	2.685197	85.44818	26.55119	-1
294	20.73586	0.3011765	98.87963	2.691135	84.67316	26.55431	-1
295	20.72571	0.298989	98.85339	2.697073	83.84815	26.55431	-1
296	20.72883	0.2947702	98.86089	2.702385	82.99814	26.559	-1
297	20.72336	0.2980515	98.96588	2.707073	82.24814	26.56213	-1
298	20.73977	0.2955514	98.95464	2.711135	81.46062	26.56213	-1
299	20.74602	0.2930514	98.94714	2.71551	80.69186	26.559	-1
300	20.74602	0.2908639	98.94339	2.71926	79.90434	26.56369	-1
301	20.74446	0.2885201	98.98464	2.722073	79.12933	26.559	-1
302	20.7554	0.2874263	98.96588	2.723635	78.39807	26.56525	-1
303	20.75696	0.28352	98.86838	2.727698	77.61056	26.56681	-1
304	20.74524	0.28102	98.87963	2.730198	76.88555	26.56525	-1
305	20.74446	0.2819575	98.86464	2.731448	76.17929	26.56369	-1
306	20.73664	0.2825825	98.87963	2.734573	75.50428	26.55587	-1
307	20.74368	0.2832075	98.86089	2.735198	74.67927	26.55431	-1
308	20.73977	0.2855513	98.85713	2.736761	73.94801	26.56525	-1
309	20.73508	0.2921139	99.01088	2.737698	73.21049	26.559	-1
310	20.76633	0.2960202	98.95088	2.739261	72.53548	26.55744	-1
311	20.75461	0.3021141	98.99214	2.740511	71.84172	26.55431	-1
312	20.76477	0.3060204	98.98464	2.741761	71.10421	26.54806	-1
313	20.75461	0.3133642	98.98839	2.743636	70.4792	26.55431	-1
314	20.76477	0.3207081	98.96964	2.743636	69.79169	26.54963	-1
315	20.75852	0.3247707	98.91713	2.744886	69.11043	26.54963	-1
316	20.7429	0.3322708	98.88714	2.745823	68.47917	26.54025	-1
317	20.74446	0.3388334	98.90964	2.746136	67.84166	26.53869	-1
318	20.74211	0.346021	98.87963	2.746761	67.16666	26.54181	-1
319	20.73899	0.3539898	98.86838	2.747386	66.52914	26.54806	-1
320	20.72961	0.3607087	98.91713	2.747073	65.88538	26.54494	-1
321	20.73508	0.3716464	98.90964	2.748011	65.23537	26.55119	-1
322	20.7468	0.3783652	98.94339	2.748948	64.70412	26.5465	-1
323	20.74446	0.3855528	98.92838	2.748948	64.02286	26.54963	-1
324	20.73899	0.3930529	98.93964	2.749261	63.4166	26.55744	-1
325	20.73117	0.399303	98.96964	2.749886	62.80408	26.56056	-1
326	20.74211	0.4064907	98.97713	2.750511	62.15408	26.55587	-1
327	20.73743	0.4102407	98.88338	2.748948	61.59157	26.55275	-1
328	20.71399	0.416647	98.90964	2.750823	60.98531	26.55744	-1
329	20.7179	0.4232097	98.85339	2.751761	60.36655	26.54806	-1
330	20.70617	0.4300848	98.84964	2.751761	59.86029	26.559	-1
331	20.71321	0.4369599	98.86838	2.751136	59.25403	26.56056	-1
332	20.69836	0.4427412	98.84964	2.750823	58.67902	26.55431	-1
333	20.68899	0.4536789	98.95088	2.750823	58.09151	26.55431	-1
334	20.71164	0.4566477	98.95464	2.751136	57.56651	26.55431	-1
335	20.70539	0.463054	98.98089	2.751136	57.06025	26.55119	-1
336	20.70383	0.4693041	98.98839	2.751448	56.50399	26.55275	-1
337	20.70617	0.4741479	98.96588	2.751761	56.06648	26.55587	-1
338	20.6968	0.4788355	98.88338	2.752698	55.51648	26.56056	-1
339	20.70383	0.4793043	98.89088	2.752073	54.91022	26.55275	-1
340	20.6843	0.4844606	98.89088	2.752386	54.48521	26.55119	-1
341	20.67883	0.4871169	98.90213	2.751448	53.9977	26.55587	-1
342	20.68664	0.4919607	98.85339	2.753011	53.5602	26.56369	-1
343	20.67414	0.4957108	98.85713	2.752386	52.97268	26.56213	-1
344	20.67492	0.4988358	98.88714	2.752386	52.47268	26.56369	-1
345	20.67492	0.5049297	98.94339	2.750511	51.91017	26.56525	-1
346	20.68977	0.5080547	98.94714	2.752386	51.44141	26.56525	-1
347	20.68899	0.510711	98.93964	2.752073	50.99766	26.57931	-1
