Seconds,O2,CO2,BP,WVP,FlowRate,Temperature,Marker
334,21.26556,0.2199253,98.55338,2.773324,115.3799,25.47148,-1
335,21.27259,0.2177378,98.51964,2.774574,115.3299,25.47773,-1
336,21.25931,0.2157065,98.55713,2.775199,115.2924,25.47773,-1
337,21.27337,0.2132065,98.50838,2.776761,115.2236,25.47148,-1
338,21.2679,0.2124252,98.49338,2.776449,115.2361,25.46055,-1
339,21.27962,0.2089876,98.50088,2.777386,115.2174,25.47148,-1
340,21.27337,0.2078939,98.53838,2.777699,115.2611,25.4793,-1
341,21.27728,0.2053938,98.54213,2.778636,115.2486,25.47305,-1
342,21.29212,0.2061751,98.53088,2.779261,115.2861,25.47305,-1
343,21.29134,0.2033626,98.54213,2.779886,115.3236,25.46679,-1
344,21.29759,0.2014875,98.59463,2.780199,115.4111,25.46679,-1
345,21.30853,0.1989875,98.56837,2.780199,115.4299,25.4793,-1
346,21.32103,0.1971125,98.51588,2.780824,115.4486,25.46992,-1
347,21.32337,0.1942999,98.55713,2.782386,115.4924,25.46836,-1
348,21.32181,0.1927374,98.50088,2.782699,115.4549,25.46055,-1
349,21.31712,0.1902374,98.49712,2.782699,115.4549,25.46055,-1
350,21.33275,0.1883623,98.51213,2.783636,115.4986,25.47305,-1
351,21.32962,0.1874248,98.50088,2.783636,115.4799,25.47148,-1
352,21.33197,0.1855498,98.54588,2.784574,115.4861,25.46836,-1
353,21.33743,0.1830497,98.56088,2.785824,115.4549,25.46523,-1
354,21.35228,0.1824247,98.53462,2.786449,115.4799,25.45742,-1
355,21.35697,0.1816435,98.53462,2.786449,115.3861,25.47617,-1
356,21.36087,0.1794559,98.57964,2.786449,115.3361,25.46992,-1
357,21.3679,0.1782059,98.59463,2.787699,115.3424,25.46679,-1
358,21.38665,0.1761746,98.59088,2.787699,115.3361,25.46211,-1
359,21.39368,0.1736746,98.48962,2.786761,115.2986,25.46679,52
360,21.37884,0.1717996,98.50088,2.788949,115.3486,25.5793,-1
361,21.39525,0.1700808,98.50088,2.788324,128.9863,25.62461,-1
362,21.38431,0.1680495,98.48587,2.787074,130.1614,25.67617,-1
363,21.38978,0.167737,98.50088,2.783324,126.8113,25.72305,-1
364,21.39447,0.1655495,98.53462,2.783324,122.655,25.7418,-1
365,21.39759,0.163987,98.53838,2.784574,118.9862,25.75586,-1
366,21.40541,0.1633619,98.50463,2.785824,116.0674,25.75899,-1
367,21.40775,0.1619557,98.53462,2.787699,113.8861,25.75117,-1
368,21.40775,0.1597681,98.59463,2.789886,112.2423,25.7293,-1
369,21.42103,0.1588306,98.58713,2.790824,111.0736,25.70742,-1
370,21.42025,0.1558618,98.50088,2.791449,110.1736,25.69805,-1
371,21.41712,0.1549243,98.56088,2.793011,109.5548,25.68086,-1
372,21.41322,0.1517993,98.50838,2.794574,109.0673,25.67149,-1
373,21.4015,0.150393,98.53838,2.793324,108.7735,25.65899,-1
374,21.41009,0.1482055,98.50838,2.769261,108.4298,25.64805,-1
375,21.39368,0.1463304,98.49338,2.722698,108.236,25.63867,-1
376,21.39291,0.1455492,98.53838,2.666447,108.0485,25.63399,-1
377,21.39759,0.1452367,98.53088,2.615196,107.9048,25.63242,-1
378,21.39681,0.1435179,98.53838,2.579883,107.861,25.62149,-1
